Season,Team,Owner,Player Name,Position,NFL Team,,,,,,,,,
2015,AutoDrafted Scrubs,Spear,Jordan Reed,TE,WAS,,,,,,,,,
2015,Brookfield Brawlers,Rob,Delanie Walker,TE,TEN,,,,,,,,,
2015,LSC Stud Muffins,Dylan,Julius Thomas,TE,JAX,,,,,,,,,
2015,Team Foote Longs,Wes,Coby Fleener,TE,NO,,,,,,,,,
2015,Paper Thin Walls,Geoff,Zach Ertz,TE,PHI,,,,,,,,,
2015,Threat Level Midnight,Ken,Cardinals D/ST,DEF,ARI,,,,,,,,,
2015,Eat The Sandwich,Spencer,Broncos D/ST,DEF,DEN,,,,,,,,,
2015,The Buzzards,Tom,Bengals D/ST,DEF,CIN,,,,,,,,,
2015,Gotham City Rogues,Dan,Cheifs D/ST,DEF,KC,,,,,,,,,
2015,Johnny Man-Zeer,Gavin,Texans D/ST,DEF,HOU,,,,,,,,,
2015,Rapid City Monuments,TSizz,Patriots D/ST,DEF,NE,,,,,,,,,
2015,Republic City Fire Ferrets,James,Panthers D/ST,DEF,CAR,,,,,,,,,
2015,AutoDrafted Scrubs,Spear,Jets D/ST,DEF,NYJ,,,,,,,,,
2015,Brookfield Brawlers,Rob,Seahawks D/ST,DEF,SEA,,,,,,,,,
2015,LSC Stud Muffins,Dylan,Packers D/ST,DEF,GB,,,,,,,,,
2015,Team Foote Longs,Wes,Eagles D/ST,DEF,PHI,,,,,,,,,
2015,Paper Thin Walls,Geoff,Dolphins D/ST,DEF,MIA,,,,,,,,,
2015,Threat Level Midnight,Ken,Josh Brown,K,NYG,,,,,,,,,
2015,Eat The Sandwich,Spencer,Brandon McManus,K,DEN,,,,,,,,,
2015,The Buzzards,Tom,Graham Gano,K,CAR,,,,,,,,,
2015,Gotham City Rogues,Dan,Chandler Catanzaro,K,ARI,,,,,,,,,
2015,Johnny Man-Zeer,Gavin,Andrew Franks,K,MIA,,,,,,,,,
2015,Rapid City Monuments,TSizz,Mason Crosby,K,GB,,,,,,,,,
2015,Republic City Fire Ferrets,James,Cairo Santos,K,KC,,,,,,,,,
2015,AutoDrafted Scrubs,Spear,Dustin Hopkins,K,WAS,,,,,,,,,
2015,Brookfield Brawlers,Rob,Stephen Gostkowski,K,NE,,,,,,,,,
2015,LSC Stud Muffins,Dylan,Justin Tucker,K,BAL,,,,,,,,,
2015,Team Foote Longs,Wes,Steven Hauschka,K,SEA,,,,,,,,,
2015,Paper Thin Walls,Geoff,Robbie Gould,K,DAL,,,,,,,,,
2015,Threat Level Midnight,Ken,Reuben Randle,WR,PHI,,,,,,,,,
2015,Eat The Sandwich,Spencer,Heath Miller,TE,PIT,,,,,,,,,
2015,The Buzzards,Tom,Ronnie Hillman,RB,DEN,,,,,,,,,
2015,Gotham City Rogues,Dan,TY Hilton,WR,IND,,,,,,,,,
2015,Johnny Man-Zeer,Gavin,Andre Ellington,RB,ARI,,,,,,,,,
2015,Rapid City Monuments,TSizz,Todd Gurley,RB,LAR,,,,,,,,,
2015,Republic City Fire Ferrets,James,Demarco Murray,RB,TEN,,,,,,,,,
2015,AutoDrafted Scrubs,Spear,CJ Ancerson,RB,DEN,,,,,,,,,
2015,Brookfield Brawlers,Rob,Julian Edelman,WR,NE,,,,,,,,,
2015,LSC Stud Muffins,Dylan,Richard Rodgers,TE,GB,,,,,,,,,
2015,Team Foote Longs,Wes,Marshawn Lynch,RB,SEA,,,,,,,,,
2015,Paper Thin Walls,Geoff,Joique Bell,RB,DET,,,,,,,,,
2015,Threat Level Midnight,Ken,Marvin Jones,WR,DET,,,,,,,,,
2015,Eat The Sandwich,Spencer,James Jones,WR,GB,,,,,,,,,
2015,The Buzzards,Tom,Spencer Ware,RB,KC,,,,,,,,,
2015,Gotham City Rogues,Dan,Brandon LaFell,WR,CIN,,,,,,,,,
2015,Johnny Man-Zeer,Gavin,Terrance Williams,WR,DAL,,,,,,,,,
2015,Rapid City Monuments,TSizz,Mike Wallace,WR,BAL,,,,,,,,,
2015,Republic City Fire Ferrets,James,DeSean Jackson,WR,WAS,,,,,,,,,
2015,AutoDrafted Scrubs,Spear,LeGarrette BKount,RB,NE,,,,,,,,,
2015,Brookfield Brawlers,Rob,Rashad Jennings,RB,NYG,,,,,,,,,
2015,LSC Stud Muffins,Dylan,Caleb Sturgis,K,PHI,,,,,,,,,
2015,Team Foote Longs,Wes,Torrey Smith,WR,SF,,,,,,,,,
2015,Paper Thin Walls,Geoff,Bishop Sankey,RB,TEN,,,,,,,,,
2015,Threat Level Midnight,Ken,James Starks,RB,GB,,,,,,,,,
2015,Eat The Sandwich,Spencer,Karlos Williams,RB,BUF,,,,,,,,,
2015,The Buzzards,Tom,Matthew Stafford,QB,DET,,,,,,,,,
2015,Gotham City Rogues,Dan,Eddie Lacy,RB,GB,,,,,,,,,
2015,Johnny Man-Zeer,Gavin,Allen Hurns,WR,JAX,,,,,,,,,
2015,Rapid City Monuments,TSizz,Derek Carr,QB,LV,,,,,,,,,
2015,Republic City Fire Ferrets,James,Stefon Diggs,WR,MIN,,,,,,,,,
2015,AutoDrafted Scrubs,Spear,Eric Ebron,TE,DET,,,,,,,,,
2015,Brookfield Brawlers,Rob,Bilal Powell,RB,NYJ,,,,,,,,,
2015,LSC Stud Muffins,Dylan,Andre Johnson,WR,IND,,,,,,,,,
2015,Team Foote Longs,Wes,Kendall Wright,WR,TEN,,,,,,,,,
2015,Paper Thin Walls,Geoff,Malcom Floyd,WR,LAC,,,,,,,,,
2015,Threat Level Midnight,Ken,Blake Bortles,QB,JAX,,,,,,,,,
2015,Eat The Sandwich,Spencer,Dwayne Harris,WR,NYG,,,,,,,,,
2015,The Buzzards,Tom,Denard Robinson,RB,JAX,,,,,,,,,
2015,Gotham City Rogues,Dan,Jay Ajayi,RB,MIA,,,,,,,,,
2015,Johnny Man-Zeer,Gavin,Kenny Stills,WR,MIA,,,,,,,,,
2015,Rapid City Monuments,TSizz,Jordan Cameron,TE,MIA,,,,,,,,,
2015,Republic City Fire Ferrets,James,Dorial Green-Beckham,WR,TEN,,,,,,,,,
2015,AutoDrafted Scrubs,Spear,Cecil Shorts III,WR,HOU,,,,,,,,,
2015,Brookfield Brawlers,Rob,Ted Ginn Jr.,WR,CAR,,,,,,,,,
2015,LSC Stud Muffins,Dylan,Marlon Brown,WR,BAL,,,,,,,,,
2015,Team Foote Longs,Wes,Stevie Johnson,WR,LAC,,,,,,,,,
2015,Paper Thin Walls,Geoff,Jared Cook,TE,GB,,,,,,,,,
2015,Threat Level Midnight,Ken,Bryce Brown,RB,SEA,,,,,,,,,
2015,Eat The Sandwich,Spencer,Kendall Gaskins,RB,SF,,,,,,,,,
2015,The Buzzards,Tom,Tyler Lockett,WR,SEA,,,,,,,,,
2015,Gotham City Rogues,Dan,Chiristine Michael,RB,SEA,,,,,,,,,
2015,Johnny Man-Zeer,Gavin,Antonio Andrews,RB,TEN,,,,,,,,,
2015,Rapid City Monuments,TSizz,Crockett Gillmore,TE,BAL,,,,,,,,,
2015,Republic City Fire Ferrets,James,Zach Miller,TE,DAL,,,,,,,,,
2015,AutoDrafted Scrubs,Spear,Devin Funchess,WR,CAR,,,,,,,,,
2015,Brookfield Brawlers,Rob,Keshawn Martin,WR,NE,,,,,,,,,
2015,LSC Stud Muffins,Dylan,Joe Flacco,QB,BAL,,,,,,,,,
2015,Team Foote Longs,Wes,Andy Dalton,QB,CIN,,,,,,,,,
2015,Paper Thin Walls,Geoff,Steelers D/ST,DEF,PIT,,,,,,,,,
2015,Eat The Sandwich,Spencer,DuJuan Harris,RB,SF,,,,,,,,,
2015,The Buzzards,Tom,Will Tye,TE,NYG,,,,,,,,,
2015,Gotham City Rogues,Dan,Scott Chandler,TE,NE,,,,,,,,,
2015,Johnny Man-Zeer,Gavin,DeVante Parker,WR,MIA,,,,,,,,,
2015,Rapid City Monuments,TSizz,Matt Jones,RB,WAS,,,,,,,,,
2015,Republic City Fire Ferrets,James,Tyrod Taylor,QB,BUF,,,,,,,,,
2015,LSC Stud Muffins,Dylan,Jordan Matthews,WR,PHI,,,,,,,,,
2015,Team Foote Longs,Wes,Owen Daniels,TE,DEN,,,,,,,,,
2015,Paper Thin Walls,Geoff,Chris Givens,WR,PHI,,,,,,,,,
2015,Threat Level Midnight,Ken,Jimmy Graham,TE,SEA,,,,,,,,,
2015,Eat The Sandwich,Spencer,Andrew Luck,QB,IND,,,,,,,,,
2015,The Buzzards,Tom,Jonathan Stewart,RB,CAR,,,,,,,,,
2015,Gotham City Rogues,Dan,Dion Lewis,RB,NE,,,,,,,,,
2015,Republic City Fire Ferrets,James,LeSean McCoy,RB,BUF,,,,,,,,,
2015,AutoDrafted Scrubs,Spear,Mark Ingram,RB,NO,,,,,,,,,
2015,Brookfield Brawlers,Rob,Dex Bryant,WR,DAL,,,,,,,,,
2015,LSC Stud Muffins,Dylan,Le'Veon Bell,RB,PIT,,,,,,,,,
2015,Paper Thin Walls,Geoff,Peyton Manning,QB,DEN,,,,,,,,,
2016,Nothing to see Here,Ken,Russell Wilson,QB,SEA,,,,,,,,,
2016,Eat The Sandwich,Spencer,Eli Manning,QB,NYG,,,,,,,,,
2016,The Phenomenal Ones,Tom,Andy Dalton,QB,CIN,,,,,,,,,
2016,Gotham City Rogues,Dan,Cam Newton,QB,CAR,,,,,,,,,
2016,Johnny Man-Zeer,Gavin,Tom Brady,QB,NE,,,,,,,,,
2016,To Me Those BallsArePerfect,TSizz,Ben Roethlisberger,QB,PIT,,,,,,,,,
2016,Kirk's Sinking Enterprise,James,Kirk Cousins,QB,WAS,,,,,,,,,
2016,WhenUrKickerIs YourBestPlayer,Spear,Carson Palmer,QB,ARI,,,,,,,,,
2016,Reverend Payne,Rob,Aaron Rodgers,QB,GB,,,,,,,,,
2016,LSC Stud Muffins,Dylan,Matt Ryan,QB,ATL,,,,,,,,,
2016,Team Foote Longs,Wes,Jameis Winston,QB,TB,,,,,,,,,
2016,Seabass and the Fellas,Geoff,Drew Brees,QB,NO,,,,,,,,,
2016,Nothing to see Here,Ken,Tevin Coleman,RB,ATL,,,,,,,,,
2016,Eat The Sandwich,Spencer,Matt Forte,RB,NYJ,,,,,,,,,
2016,The Phenomenal Ones,Tom,Spencer Ware,RB,KC,,,,,,,,,
2016,Gotham City Rogues,Dan,LeGarrette BKount,RB,NE,,,,,,,,,
2016,Johnny Man-Zeer,Gavin,Frank Gore,RB,IND,,,,,,,,,
2016,To Me Those BallsArePerfect,TSizz,Todd Gurley,RB,LA,,,,,,,,,
2016,Kirk's Sinking Enterprise,James,LeSean McCoy,RB,BUF,,,,,,,,,
2016,WhenUrKickerIs YourBestPlayer,Spear,Devonta Freeman,RB,ATL,,,,,,,,,
2016,Reverend Payne,Rob,David Johnson,RB,ARI,,,,,,,,,
2016,LSC Stud Muffins,Dylan,Thomas Rawls,RB,SEA,,,,,,,,,
2016,Team Foote Longs,Wes,Duke Johnson Jr.,RB,CLE,,,,,,,,,
2016,Seabass and the Fellas,Geoff,Mark Ingram,RB,NO,,,,,,,,,
2016,Nothing to see Here,Ken,DeAngelo Williams,RB,PIT,,,,,,,,,
2016,Eat The Sandwich,Spencer,Chris Thompson,RB,WAS,,,,,,,,,
2016,The Phenomenal Ones,Tom,Alfred BKue,RB,HOU,,,,,,,,,
2016,Gotham City Rogues,Dan,Jay Ajayi,RB,MIA,,,,,,,,,
2016,Johnny Man-Zeer,Gavin,Ty Montgomery,RB/WR,GB,,,,,,,,,
2016,To Me Those BallsArePerfect,TSizz,James White,RB,NE,,,,,,,,,
2016,Kirk's Sinking Enterprise,James,Jordan Howard,RB,DAL,,,,,,,,,
2016,WhenUrKickerIs YourBestPlayer,Spear,Theo Riddick,RB,DET,,,,,,,,,
2016,Reverend Payne,Rob,DeMarco Murray,RB,TEN,,,,,,,,,
2016,LSC Stud Muffins,Dylan,Jacquizz Rodgers,RB,TB,,,,,,,,,
2016,Team Foote Longs,Wes,Tim Hightower,RB,SF,,,,,,,,,
2016,Seabass and the Fellas,Geoff,Bilal Powell,RB,NYJ,,,,,,,,,
2016,Nothing to see Here,Ken,Latavius Murray,RB,MIN,,,,,,,,,
2016,Eat The Sandwich,Spencer,Cameron Meredith,WR,DAL,,,,,,,,,
2016,The Phenomenal Ones,Tom,Amari Cooper,WR,LV,,,,,,,,,
2016,Gotham City Rogues,Dan,Tyler Boyd,WR,CIN,,,,,,,,,
2016,Johnny Man-Zeer,Gavin,Antonio Brown,WR,PIT,,,,,,,,,
2016,To Me Those BallsArePerfect,TSizz,DeAndre Hopkins,WR,HOU,,,,,,,,,
2016,Kirk's Sinking Enterprise,James,Terrelle Pryor Sr.,WR,WAS,,,,,,,,,
2016,WhenUrKickerIs YourBestPlayer,Spear,Melvin Gordon,RB,LAC,,,,,,,,,
2016,Reverend Payne,Rob,Michael Crabtree,WR,LV,,,,,,,,,
2016,LSC Stud Muffins,Dylan,Isaiah Crowell,RB,CLE,,,,,,,,,
2016,Team Foote Longs,Wes,Demaryius Thomas,WR,DEN,,,,,,,,,
2016,Seabass and the Fellas,Geoff,Shane Vereen,RB,NYG,,,,,,,,,
2016,Nothing to see Here,Ken,Doug Baldwin,WR,SEA,,,,,,,,,
2016,Eat The Sandwich,Spencer,Sterling Shepard,WR,NYG,,,,,,,,,
2016,The Phenomenal Ones,Tom,Allen Robinson,WR,JAX,,,,,,,,,
2016,Gotham City Rogues,Dan,Sammy Watkins,WR,BUF,,,,,,,,,
2016,Johnny Man-Zeer,Gavin,Dez Bryant,WR,DAL,,,,,,,,,
2016,To Me Those BallsArePerfect,TSizz,Anquan Boldin,WR,DET,,,,,,,,,
2016,Kirk's Sinking Enterprise,James,Odell Beckham Jr.,WR,NYG,,,,,,,,,
2016,WhenUrKickerIs YourBestPlayer,Spear,AJ Green,WR,CIN,,,,,,,,,
2016,Reverend Payne,Rob,Juilan Edelman,WR,NE,,,,,,,,,
2016,LSC Stud Muffins,Dylan,TY Hilton,WR,IND,,,,,,,,,
2016,Team Foote Longs,Wes,Brandon Marshall,WR,NYG,,,,,,,,,
2016,Seabass and the Fellas,Geoff,Bradin Cooks,WR,NE,,,,,,,,,
2016,Nothing to see Here,Ken,Willie Snead,WR,NO,,,,,,,,,
2016,Eat The Sandwich,Spencer,Eddie Royal,WR,DAL,,,,,,,,,
2016,The Phenomenal Ones,Tom,Emmanuel Sanders,WR,DEN,,,,,,,,,
2016,Gotham City Rogues,Dan,Alshon Jeffery,WR,PHI,,,,,,,,,
2016,Johnny Man-Zeer,Gavin,Malcolm Mitchell,WR,NE,,,,,,,,,
2016,To Me Those BallsArePerfect,TSizz,Pierre Garcon,WR,SF,,,,,,,,,
2016,Kirk's Sinking Enterprise,James,Mike Evans,WR,TB,,,,,,,,,
2016,WhenUrKickerIs YourBestPlayer,Spear,Jamison Crowder,WR,WAS,,,,,,,,,
2016,Reverend Payne,Rob,Marvin Jones,WR,DET,,,,,,,,,
2016,LSC Stud Muffins,Dylan,JJ Nelson,WR,ARI,,,,,,,,,
2016,Team Foote Longs,Wes,Brian Quick,WR,WAS,,,,,,,,,
2016,Seabass and the Fellas,Geoff,Golden Tate,WR,DET,,,,,,,,,
2016,Nothing to see Here,Ken,Steve Smith Sr.,WR,BAL,,,,,,,,,
2016,Eat The Sandwich,Spencer,Virgil Green,TE,DEN,,,,,,,,,
2016,The Phenomenal Ones,Tom,Tyreek Hill,WR,KC,,,,,,,,,
2016,Gotham City Rogues,Dan,Davanta Adams,WR,GB,,,,,,,,,
2016,Johnny Man-Zeer,Gavin,Tyler Lockett,WR,SEA,,,,,,,,,
2016,To Me Those BallsArePerfect,TSizz,Kenny Britt,WR,CLE,,,,,,,,,
2016,Kirk's Sinking Enterprise,James,Tyrell Williams,WR,LAC,,,,,,,,,
2016,WhenUrKickerIs YourBestPlayer,Spear,DeSean Jackson,WR,TB,,,,,,,,,
2016,Reverend Payne,Rob,Michael Thomas,WR,NO,,,,,,,,,
2016,LSC Stud Muffins,Dylan,Brandon LaFell,WR,CIN,,,,,,,,,
2016,Team Foote Longs,Wes,Dwayne Allen,TE,NE,,,,,,,,,
2016,Seabass and the Fellas,Geoff,Jason Witten,TE,DAL,,,,,,,,,
2016,Nothing to see Here,Ken,Delanie Walker,TE,TEN,,,,,,,,,
2016,Eat The Sandwich,Spencer,Jesse James,TE,PIT,,,,,,,,,
2016,The Phenomenal Ones,Tom,Travis Kelce,TE,KC,,,,,,,,,
2016,Gotham City Rogues,Dan,Eric Ebron,TE,DET,,,,,,,,,
2016,Johnny Man-Zeer,Gavin,Kyle Rudolph,TE,MIN,,,,,,,,,
2016,To Me Those BallsArePerfect,TSizz,Jimmy Graham,TE,SEA,,,,,,,,,
2016,Kirk's Sinking Enterprise,James,Coby Fleener,TE,NO,,,,,,,,,
2016,WhenUrKickerIs YourBestPlayer,Spear,Antonio Gates,TE,LAC,,,,,,,,,
2016,Reverend Payne,Rob,Jordan Reed,TE,WAS,,,,,,,,,
2016,LSC Stud Muffins,Dylan,Dennis Pitta,TE,BAL,,,,,,,,,
2016,Team Foote Longs,Wes,Gary Barnidge,TE,CLE,,,,,,,,,
2016,Seabass and the Fellas,Geoff,Zach Ertz,TE,PHI,,,,,,,,,
2016,Nothing to see Here,Ken,Cardinals D/ST,DEF,ARI,,,,,,,,,
2016,Eat The Sandwich,Spencer,Seahawks D/ST,DEF,SEA,,,,,,,,,
2016,The Phenomenal Ones,Tom,Packers D/ST,DEF,GB,,,,,,,,,
2016,Gotham City Rogues,Dan,Bills D/ST,DEF,BUF,,,,,,,,,
2016,Johnny Man-Zeer,Gavin,Rams D/ST,DEF,LAR,,,,,,,,,
2016,To Me Those BallsArePerfect,TSizz,Giants D/ST,DEF,NYG,,,,,,,,,
2016,Kirk's Sinking Enterprise,James,Steelers D/ST,DEF,PIT,,,,,,,,,
2016,WhenUrKickerIs YourBestPlayer,Spear,Chargers D/ST,DEF,LAC,,,,,,,,,
2016,Reverend Payne,Rob,Chiefs D/ST,DEF,KC,,,,,,,,,
2016,LSC Stud Muffins,Dylan,Patriots D/ST,DEF,NE,,,,,,,,,
2016,Team Foote Longs,Wes,Vikings D/ST,DEF,MIN,,,,,,,,,
2016,Seabass and the Fellas,Geoff,Broncos D/ST,DEF,DEN,,,,,,,,,
2016,Nothing to see Here,Ken,Justin Tucker,K,BAL,,,,,,,,,
2016,Eat The Sandwich,Spencer,Caleb Sturgis,K,PHI,,,,,,,,,
2016,The Phenomenal Ones,Tom,Cairo Santos,K,KC,,,,,,,,,
2016,Gotham City Rogues,Dan,Matt Prater,K,DET,,,,,,,,,
2016,Johnny Man-Zeer,Gavin,Sebastian Janikowski,K,LV,,,,,,,,,
2016,To Me Those BallsArePerfect,TSizz,Matt Bryant,K,ATL,,,,,,,,,
2016,Kirk's Sinking Enterprise,James,Dan Bailey,K,DAL,,,,,,,,,
2016,WhenUrKickerIs YourBestPlayer,Spear,Wil Lutz,K,NO,,,,,,,,,
2016,Reverend Payne,Rob,Adam Vinatieri,K,IND,,,,,,,,,
2016,LSC Stud Muffins,Dylan,Mason Crosby,K,GB,,,,,,,,,
2016,Team Foote Longs,Wes,Nick Novak,K,HOU,,,,,,,,,
2016,Seabass and the Fellas,Geoff,Steven Hauschka,K,BUF,,,,,,,,,
2016,Nothing to see Here,Ken,Jonathan Stewart,RB,CAR,,,,,,,,,
2016,Eat The Sandwich,Spencer,Greg Olsen,TE,CAR,,,,,,,,,
2016,The Phenomenal Ones,Tom,Lamar Miller,RB,HOU,,,,,,,,,
2016,Gotham City Rogues,Dan,Jordan Matthews,WR,PHI,,,,,,,,,
2016,Johnny Man-Zeer,Gavin,Jarvis Landry,WR,MIA,,,,,,,,,
2016,To Me Those BallsArePerfect,TSizz,Mike Wallace,WR,BAL,,,,,,,,,
2016,Kirk's Sinking Enterprise,James,Carlos Hyde,RB,SF,,,,,,,,,
2016,WhenUrKickerIs YourBestPlayer,Spear,Randall Cobb,WR,GB,,,,,,,,,
2016,Reverend Payne,Rob,Chris Hogan,WR,NE,,,,,,,,,
2016,LSC Stud Muffins,Dylan,Le'Veon Bell,RB,PIT,,,,,,,,,
2016,Team Foote Longs,Wes,Philip Rivers,QB,LAC,,,,,,,,,
2016,Seabass and the Fellas,Geoff,Julio Jones,WR,ATL,,,,,,,,,
2016,Nothing to see Here,Ken,Tyrod Taylor,QB,BUF,,,,,,,,,
2016,Eat The Sandwich,Spencer,Larry Fitzgerald,WR,ARI,,,,,,,,,
2016,The Phenomenal Ones,Tom,Corey Coleman,WR,CLE,,,,,,,,,
2016,Gotham City Rogues,Dan,Martellus Bennett,TE,GB,,,,,,,,,
2016,Johnny Man-Zeer,Gavin,Ryan Matthews,RB,PHI,,,,,,,,,
2016,To Me Those BallsArePerfect,TSizz,Kenny Stills,WR,MIA,,,,,,,,,
2016,Kirk's Sinking Enterprise,James,Klevin Benjamin,WR,CAR,,,,,,,,,
2016,WhenUrKickerIs YourBestPlayer,Spear,Jerick McKinnon,RB,MIN,,,,,,,,,
2016,Reverend Payne,Rob,Cole Beasley,WR,DAL,,,,,,,,,
2016,LSC Stud Muffins,Dylan,Ezekiel Elliott,RB,DAL,,,,,,,,,
2016,Team Foote Longs,Wes,Doug Martin,RB,TB,,,,,,,,,
2016,Seabass and the Fellas,Geoff,Michael Floyd,WR,NE,,,,,,,,,
2016,Nothing to see Here,Ken,Chris Ivory,RB,JAX,,,,,,,,,
2016,Eat The Sandwich,Spencer,Jordy Nelson,WR,GB,,,,,,,,,
2016,The Phenomenal Ones,Tom,Derek Carr,QB,LV,,,,,,,,,
2016,Gotham City Rogues,Dan,Rashad Jennings,RB,NYG,,,,,,,,,
2016,Johnny Man-Zeer,Gavin,Mohamed Sanu,WR,ATL,,,,,,,,,
2016,To Me Those BallsArePerfect,TSizz,Trevor Siemian,QB,DEN,,,,,,,,,
2016,Kirk's Sinking Enterprise,James,Donte Moncrief,WR,IND,,,,,,,,,
2016,WhenUrKickerIs YourBestPlayer,Spear,Jeremy Maclin,WR,KC,,,,,,,,,
2016,Reverend Payne,Rob,Terrance West,RB,BAL,,,,,,,,,
2016,LSC Stud Muffins,Dylan,Rueben Randle,WR,CIN,,,,,,,,,
2016,Team Foote Longs,Wes,Jeremy Hill,RB,CIN,,,,,,,,,
2016,Seabass and the Fellas,Geoff,Matthew Stafford,QB,DET,,,,,,,,,
2016,Nothing to see Here,Ken,Tavon Austin,WR,LA,,,,,,,,,
2016,Eat The Sandwich,Spencer,Andrew Luck,QB,IND,,,,,,,,,
2016,The Phenomenal Ones,Tom,Stefon Diggs,WR,MIN,,,,,,,,,
2016,Gotham City Rogues,Dan,Devontae Booker,RB,DEN,,,,,,,,,
2016,Johnny Man-Zeer,Gavin,Paul Perkins,RB,NYG,,,,,,,,,
2016,To Me Those BallsArePerfect,TSizz,Matt Asiata,RB,MIN,,,,,,,,,
2016,Kirk's Sinking Enterprise,James,Cameron Brate,TE,TB,,,,,,,,,
2016,WhenUrKickerIs YourBestPlayer,Spear,Rishard Matthews,WR,TEN,,,,,,,,,
2016,Reverend Payne,Rob,Vernon Davis,TE,WAS,,,,,,,,,
2016,LSC Stud Muffins,Dylan,Alex Smith,QB,KC,,,,,,,,,
2016,Team Foote Longs,Wes,Allen Hurns,WR,JAX,,,,,,,,,
2016,Seabass and the Fellas,Geoff,Charles Clay,TE,BUF,,,,,,,,,
2016,Nothing to see Here,Ken,Robert Kelley,RB,WAS,,,,,,,,,
2016,Eat The Sandwich,Spencer,Darren Sproles,RB,PHI,,,,,,,,,
2016,The Phenomenal Ones,Tom,Dion Lewis,RB,NE,,,,,,,,,
2016,Gotham City Rogues,Dan,Marcus Mariota,QB,TEN,,,,,,,,,
2016,Johnny Man-Zeer,Gavin,Kenneth Dixon,RB,BAL,,,,,,,,,
2016,To Me Those BallsArePerfect,TSizz,Marqise Lee,WR,JAX,,,,,,,,,
2016,Kirk's Sinking Enterprise,James,Derrick Henry,RB,TEN,,,,,,,,,
2016,WhenUrKickerIs YourBestPlayer,Spear,CJ Fiedorowicz,TE,HOU,,,,,,,,,
2016,Reverend Payne,Rob,Adrian Peterson,RB,MIN,,,,,,,,,
2016,LSC Stud Muffins,Dylan,Charcandrick West,RB,KC,,,,,,,,,
2016,Team Foote Longs,Wes,TJ Yeldon,RB,JAX,,,,,,,,,
2016,Seabass and the Fellas,Geoff,Wendell Smallwood,RB,PHI,,,,,,,,,
2016,Nothing to see Here,Ken,Pitrgerald Toussaint,RB,PIT,,,,,,,,,
2016,Eat The Sandwich,Spencer,Dontrelle Inman,WR,LAC,,,,,,,,,
2016,The Phenomenal Ones,Tom,Taylor Gabriel,WR,ATL,,,,,,,,,
2016,Gotham City Rogues,Dan,Robby Anderson,WR,NYJ,,,,,,,,,
2016,Johnny Man-Zeer,Gavin,Ted Ginn Jr.,WR,CAR,,,,,,,,,
2016,To Me Those BallsArePerfect,TSizz,Jeremy Langford,RB,DAL,,,,,,,,,
2016,Kirk's Sinking Enterprise,James,Marquess Wilson,WR,DAL,,,,,,,,,
2016,WhenUrKickerIs YourBestPlayer,Spear,Adam Thielen,WR,MIN,,,,,,,,,
2017,LSC Stud Muffins,Dylan,Albert Wilson,WR,KC,,,,,,,,,
2016,Team Foote Longs,Wes,Dak Prescott,QB,DAL,,,,,,,,,
2016,Seabass and the Fellas,Geoff,John Brown,WR,ARI,,,,,,,,,
2016,Nothing to see Here,Ken,Danny Woodhead,RB,LAC,,,,,,,,,
2016,Gotham City Rogues,Dan,Rob Gronkowski,TE,NE,,,,,,,,,
2016,Seabass and the Fellas,Geoff,Giovani Bernard,RB,CIN,,,,,,,,,
2017,Nothing to see Here,Ken,Russell Wilson,QB,SEA,,,,,,,,,
2017,Eat The Sandwich,Spencer,Cam Newton,QB,CAR,,,,,,,,,
2017,The J.O.B. Squad,Tom,Matthew Stafford,QB,DET,,,,,,,,,
2017,Gotham City Rogues,Dan,Jared Goff,QB,LAR,,,,,,,,,
2017,Pray For Johnny Man-Zeer,Gavin,Tom Brady,QB,NE,,,,,,,,,
2017,Thanks.,TSizz,Case Keenum,QB,DEN,,,,,,,,,
2017,Captain Kirk's Enterprise,James,Kirk Cousins,QB,MIN,,,,,,,,,
2017,Abdullah OBKongata,Spear,Nick Foles,QB,PHI,,,,,,,,,
2017,Reverend Payne,Rob,Drew Stanton,QB,CLE,,,,,,,,,
2017,LSC Stud Muffins,Dylan,Matt Ryan,QB,ATL,,,,,,,,,
2017,Team Foote Longs,Wes,Blake Bortles,QB,JAX,,,,,,,,,
2017,Seabass and the Fellas,Geoff,Ben Roethlisberger,QB,PIT,,,,,,,,,
2017,Nothing to see Here,Ken,Theo Riddick,RB,DET,,,,,,,,,
2017,Eat The Sandwich,Spencer,DeMarco Murray,RB,TEN,,,,,,,,,
2017,The J.O.B. Squad,Tom,Kenyan Drake,RB,MIA,,,,,,,,,
2017,Gotham City Rogues,Dan,Jay Ajayi,RB,PHI,,,,,,,,,
2017,Pray For Johnny Man-Zeer,Gavin,Christian McCaffrey,RB,CAR,,,,,,,,,
2017,Thanks.,TSizz,Jerick McKinnon,RB,SF,,,,,,,,,
2017,Captain Kirk's Enterprise,James,Kareem Hunt,RB,KC,,,,,,,,,
2017,Abdullah OBKongata,Spear,Melvin Gordon,RB,LAC,,,,,,,,,
2017,Reverend Payne,Rob,Mark Ingram,RB,NO,,,,,,,,,
2017,LSC Stud Muffins,Dylan,Le'Veon Bell,RB,PIT,,,,,,,,,
2017,Team Foote Longs,Wes,Jordan Howard,RB,DAL,,,,,,,,,
2017,Seabass and the Fellas,Geoff,Devonta Freeman,RB,ATL,,,,,,,,,
2017,Nothing to see Here,Ken,Derrick Henry,RB,TEN,,,,,,,,,
2017,Eat The Sandwich,Spencer,Isaiah Crowell,RB,NYJ,,,,,,,,,
