Season,Team,Owner,Player Name,Position,NFL Team,,,,,,,,,
2020,Eat The Sandwich,Spencer,Terry McLaurin,WR,WAS,,,,,,,,,
2020,Wreck Everyone and Lose,Tom,DeVante Parker,WR,MIA,,,,,,,,,
2020,Gotham City Rogues,Dan,Cam Akers,RB,LAR,,,,,,,,,
2020,The Comeback of Johnny Man-Zeer,Gavin,Josh Jacobs,RB,LV,,,,,,,,,
2020,"Make POs, Lose In QFs, Repeat",TSizz,Hunter Renfrow,WR,LV,,,,,,,,,
2020,Reverend Payne,Rob,Jamaal Williams,RB,DET,,,,,,,,,
2020,Seabass and the Fellas,Geoff,Darrell Henderson Jr,RB,LAR,,,,,,,,,
2020,He's Still Alive,Ken,Matt Ryan,QB,ATL,,,,,,,,,
2020,Eat The Sandwich,Spencer,Raheem Mostert,RB,SF,,,,,,,,,
2020,Wreck Everyone and Lose,Tom,Christian Kirk,WR,ARI,,,,,,,,,
2020,Gotham City Rogues,Dan,Devin SIngletary,RB,BUF,,,,,,,,,
2020,The Comeback of Johnny Man-Zeer,Gavin,Lamar Jackson,QB,BAL,,,,,,,,,
2020,"Make POs, Lose In QFs, Repeat",TSizz,Tyler Boyd,WR,CIN,,,,,,,,,
2020,Reverend Payne,Rob,Adrian Peterson,RB,DET,,,,,,,,,
2020,Seabass and the Fellas,Geoff,Anthony Miller,WR,DAL,,,,,,,,,
2020,He's Still Alive,Ken,Zach Ertz,TE,PHI,,,,,,,,,
2020,Eat The Sandwich,Spencer,Jonnu Smith,TE,TEN,,,,,,,,,
2020,Wreck Everyone and Lose,Tom,Jerry Jeudy,WR,DEN,,,,,,,,,
2020,Gotham City Rogues,Dan,Cam Newton,QB,NE,,,,,,,,,
2020,The Comeback of Johnny Man-Zeer,Gavin,Jarvis Landry,WR,CLE,,,,,,,,,
2020,"Make POs, Lose In QFs, Repeat",TSizz,Kyle Rudolph,TE,MIN,,,,,,,,,
2020,Reverend Payne,Rob,Chad Hansen,WR,HOU,,,,,,,,,
2020,Seabass and the Fellas,Geoff,Damien Harris,RB,NE,,,,,,,,,
2020,He's Still Alive,Ken,Buccaneers D/ST,DEF,TB,,,,,,,,,
2020,Eat The Sandwich,Spencer,Packers D/ST,DEF,GB,,,,,,,,,
2020,Wreck Everyone and Lose,Tom,James Robinson,RB,JAX,,,,,,,,,
2020,Gotham City Rogues,Dan,Kalen Ballage,RB,LAC,,,,,,,,,
2020,The Comeback of Johnny Man-Zeer,Gavin,Gerald Everett,TE,LAR,,,,,,,,,
2020,"Make POs, Lose In QFs, Repeat",TSizz,Darnell Mooney,WR,DAL,,,,,,,,,
2020,Reverend Payne,Rob,Salcon Ahmed,RB,MIA,,,,,,,,,
2020,Seabass and the Fellas,Geoff,Tyler Higbee,TE,LAR,,,,,,,,,
2020,He's Still Alive,Ken,James Conner,RB,PIT,,,,,,,,,
2020,Eat The Sandwich,Spencer,Gabriel Davis,WR,BUF,,,,,,,,,
2020,Wreck Everyone and Lose,Tom,Leonard Fournette,RB,TB,,,,,,,,,
2020,Gotham City Rogues,Dan,Devontae Booker,RB,LV,,,,,,,,,
2020,The Comeback of Johnny Man-Zeer,Gavin,Josh Reynolds,WR,LAR,,,,,,,,,
2020,"Make POs, Lose In QFs, Repeat",TSizz,Tim Patrick,WR,DEN,,,,,,,,,
2020,Reverend Payne,Rob,Tre'Quan Smith,WR,NO,,,,,,,,,
2020,Seabass and the Fellas,Geoff,TY Hilton,WR,IND,,,,,,,,,
2020,He's Still Alive,Ken,Carson Wentz,QB,PHI,,,,,,,,,
2020,Eat The Sandwich,Spencer,Odell Beckham Jr,WR,CLE,,,,,,,,,
2020,Wreck Everyone and Lose,Tom,Taysom Hill,QB,NO,,,,,,,,,
2020,Gotham City Rogues,Dan,Cole Kmet,TE,DAL,,,,,,,,,
2020,The Comeback of Johnny Man-Zeer,Gavin,Nelson Agholor,WR,LV,,,,,,,,,
2020,"Make POs, Lose In QFs, Repeat",TSizz,Rashard Higgins,WR,CLE,,,,,,,,,
2020,Reverend Payne,Rob,John Brown,WR,BUF,,,,,,,,,
2020,Seabass and the Fellas,Geoff,Baker Mayfield,QB,CLE,,,,,,,,,
2020,Eat The Sandwich,Spencer,Clyde Edwards-Helaire,RB,KC,,,,,,,,,
2020,Gotham City Rogues,Dan,George Kittle,TE,SF,,,,,,,,,
2020,Reverend Payne,Rob,Joe Mixon,RB,CIN,,,,,,,,,
2020,Seabass and the Fellas,Geoff,Dak Prescott,QB,DAL,,,,,,,,,
2020,Eat The Sandwich,Spencer,Julio Jones,WR,ATL,,,,,,,,,
2021,Def Done After This Season,Ken,Dak Prescott,QB,DAL,,,,,,,,,
2021,Eat The Sandwich,Spencer,Aaron Rodgers,QB,GB,,,,,,,,,
2021,The Best In The World,Tom,Patrick Mahomes,QB,KC,,,,,,,,,
2021,Gotham City Rogues,Dan,Joe Burrow,QB,CIN,,,,,,,,,
2021,The Comeback of Johnny Man-Zeer,Gavin,Kyler Murray,QB,ARI,,,,,,,,,
2021,Ride of the Symphirrim,TSizz,Justin Herbert,QB,LAC,,,,,,,,,
2020,John Loves Dogs,James,Jalen Hurts,QB,PHI,,,Austin Ekeler,RB,,,,,
2020,FightOwens Fight!,Spear,Josh Allen,QB,BUF,,,,,,,,,
2021,Reverend Payne,Rob,Tom Brady,QB,TB,,,,,,,,,
2021,. Cush .,Connor,Tua Tagovailoa,QB,MIA,,,Robert Woods,WR,,Robert Woods,WR,Robert Woods,WR
2021,Victim Complexes,Wes,Kirk Cousins,QB,MIN,,,,,,,,,
2021,Seabass and the Fellas,Geoff,Jalen Hurts,QB,PHI,,,Marquise Brown,RB/WR,,Marquise Brown,RB/WR,Marquise Brown,RB/WR
2021,Def Done After This Season,Ken,Najee Harris,RB,PIT,,,,,,,,,
2021,Eat The Sandwich,Spencer,Jonathan Taylor,RB,IND,,,,,,,,,
2021,The Best In The World,Tom,Darrel Williams,RB,KC,,,,,,,,,
2021,Gotham City Rogues,Dan,Damien Harris,RB,NE,,,Rodrigo Blankenship,K,,Rodrigo Blankenship,K,Rodrigo Blankenship,K
2021,The Comeback of Johnny Man-Zeer,Gavin,Josh Jacobs,RB,LV,,,Michael Pittman Jr.,BE,,Michael Pittman Jr.,BE,Michael Pittman Jr.,BE
2021,Ride of the Symphirrim,TSizz,Nick Chubb,RB,CLE,,,Browns D/ST,D/ST,,Browns D/ST,D/ST,Browns D/ST,D/ST
2020,John Loves Dogs,James,Austin Ekeler,RB,LAC,,,Jalen Hurts,QB,,,,,
2020,FightOwens Fight!,Spear,D'Andre Swift,RB,DET,,,,,,,,,
2021,Reverend Payne,Rob,Clyde Edwards-Helaire,RB,KC,,,,,,,,,
2021,. Cush .,Connor,Javonte Williams,RB,DEN,,,Giovani Bernard,BE,,Robert Woods,WR,Robert Woods,WR
2021,Victim Complexes,Wes,Aaron Jones,RB,GB,,,,,,,,,
2021,Seabass and the Fellas,Geoff,Dalvin Cook,RB,MIN,,,,,,Marquise Brown,RB/WR,Marquise Brown,RB/WR
2021,Def Done After This Season,Ken,Sony Michel,RB,LAR,,,,,,,,,
2021,Eat The Sandwich,Spencer,Saquon Barkley,RB,NYG,,,,,,,,,
2021,The Best In The World,Tom,Ronald Jones,RB,TB,,,,,,,,,
2021,Gotham City Rogues,Dan,AJ Dillon,RB,GB,,,,,,Rodrigo Blankenship,K,Rodrigo Blankenship,K
2021,The Comeback of Johnny Man-Zeer,Gavin,Tony Pollard,RB,DAL,,,,,,Michael Pittman Jr.,BE,Michael Pittman Jr.,BE
2021,Ride of the Symphirrim,TSizz,Devonta Freeman,RB,BAL,,,,,,Browns D/ST,D/ST,Browns D/ST,D/ST
2020,John Loves Dogs,James,Antonio Gibson,RB,WAS,,,Austin Ekeler,RB,,,,,
2020,FightOwens Fight!,Spear,David Montgomery,RB,CHI,,,,,,,,,
2021,Reverend Payne,Rob,Robert Woods,RB,NE,,,,,,,,,
2021,. Cush .,Connor,Antonio Gibson,RB,PHI,,,Robert Woods,WR,,Robert Woods,WR,Robert Woods,WR
2021,Victim Complexes,Wes,Marquise Brown,RB,DAL,,,,,,,,,
2021,Seabass and the Fellas,Geoff,Hayden Hurst,RB,BUF,,,Marquise Brown,RB/WR,,Marquise Brown,RB/WR,Marquise Brown,RB/WR
2021,Def Done After This Season,Ken,Miles Sanders,RB,PHI,,,,,,,,,
2021,Eat The Sandwich,Spencer,Jaylen Waddle,WR,MIA,,,,,,,,,
2021,The Best In The World,Tom,CeeDee Lamb,WR,DAL,,,,,,,,,
2021,Gotham City Rogues,Dan,Alvin Kamara,RB,NO,,,Rodrigo Blankenship,K,,Rodrigo Blankenship,K,Rodrigo Blankenship,K
2021,The Comeback of Johnny Man-Zeer,Gavin,Darnell Mooney,WR,DAL,,,Michael Pittman Jr.,BE,,Michael Pittman Jr.,BE,Michael Pittman Jr.,BE
2021,Ride of the Symphirrim,TSizz,D'Andre Swift,RB,DET,,,Browns D/ST,D/ST,,Browns D/ST,D/ST,Browns D/ST,D/ST
2020,John Loves Dogs,James,Allen Robinson II,WR,CHI,,,Jalen Hurts,QB,,,,,
2020,FightOwens Fight!,Spear,Chase Claypool,WR,PIT,,,,,,,,,
2021,Reverend Payne,Rob,Jakobi Meyers,WR,NE,,,,,,,,,
2021,. Cush .,Connor,Marquez Callaway,WR,NO,,,Giovani Bernard,BE,,Robert Woods,WR,Robert Woods,WR
2021,Victim Complexes,Wes,Emmanuel Sanders,WR,BUF,,,,,,,,,
2021,Seabass and the Fellas,Geoff,Mike Evans,WR,TB,,,,,,Marquise Brown,RB/WR,Marquise Brown,RB/WR
2021,Def Done After This Season,Ken,Tee Higgins,WR,CIN,,,,,,,,,
2021,Eat The Sandwich,Spencer,Odell Beckham Jr,WR,LAR,,,,,,,,,
2021,The Best In The World,Tom,DeVonta Smith,WR,PHI,,,,,,,,,
2021,Gotham City Rogues,Dan,Amari Cooper,WR,DAL,,,,,,Rodrigo Blankenship,K,Rodrigo Blankenship,K
2021,The Comeback of Johnny Man-Zeer,Gavin,Diontae Johnson,WR,PIT,,,,,,Michael Pittman Jr.,BE,Michael Pittman Jr.,BE
2021,Ride of the Symphirrim,TSizz,Chase Claypool,WR,PIT,,,,,,Browns D/ST,D/ST,Browns D/ST,D/ST
2020,John Loves Dogs,James,Robert Woods,WR,LAR,,,,,,,,,
2020,FightOwens Fight!,Spear,Chris Godwin,WR,TB,,,,,,,,,
2021,Reverend Payne,Rob,Stefon Diggs,WR,BUF,,,,,,,,,
2021,. Cush .,Connor,DK Metcalf,WR,SEA,,,,,,Robert Woods,WR,Robert Woods,WR
2021,Victim Complexes,Wes,Terry McLaurin,WR,WAS,,,,,,,,,
2021,Seabass and the Fellas,Geoff,Tyreek Hill,WR,KC,,,,,,Marquise Brown,RB/WR,Marquise Brown,RB/WR
2021,Def Done After This Season,Ken,AJ Green,WR,ARI,,,,,,,,,
2021,Eat The Sandwich,Spencer,Christian Kirk,WR,ARI,,,,,,,,,
2021,The Best In The World,Tom,Russell Gage,WR,ATL,,,,,,,,,
2021,Gotham City Rogues,Dan,Jarvis Landry,WR,CLE,,,,,,Rodrigo Blankenship,K,Rodrigo Blankenship,K
2021,The Comeback of Johnny Man-Zeer,Gavin,Rondale Moore,WR,ARI,,,,,,Michael Pittman Jr.,BE,Michael Pittman Jr.,BE
2021,Ride of the Symphirrim,TSizz,Mike Williams,WR,LAC,,,,,,Browns D/ST,D/ST,Browns D/ST,D/ST
2020,John Loves Dogs,James,Marquise Brown,WR,BAL,,,,,,,,,
2020,FightOwens Fight!,Spear,Brandon Aiyuk,WR,SF,,,,,,,,,
2021,Reverend Payne,Rob,Laviska Shenault Jr,WR,JAX,,,,,,,,,
2021,. Cush .,Connor,Amon-Ra St. Brown,WR,DET,,,,,,Robert Woods,WR,Robert Woods,WR
2021,Victim Complexes,Wes,Chris Godwin,WR,TB,,,,,,,,,
2021,Seabass and the Fellas,Geoff,Robby Anderson,WR,CAR,,,,,,Marquise Brown,RB/WR,Marquise Brown,RB/WR
2021,Def Done After This Season,Ken,Michael Pittman Jr,WR,IND,,,,,,,,,
2021,Eat The Sandwich,Spencer,Dalton Schultz,TE,DAL,,,,,,,,,
2021,The Best In The World,Tom,Hunter Renfrow,WR,LV,,,,,,,,,
2021,Gotham City Rogues,Dan,Zach Ertz,TE,ARI,,,,,,Rodrigo Blankenship,K,Rodrigo Blankenship,K
2021,The Comeback of Johnny Man-Zeer,Gavin,Justin Jefferson,WR,MIN,,,,,,Michael Pittman Jr.,BE,Michael Pittman Jr.,BE
2021,Ride of the Symphirrim,TSizz,Tyler Higbee,TE,LAR,,,,,,Browns D/ST,D/ST,Browns D/ST,D/ST
2020,John Loves Dogs,James,Davante Adams,WR,GB,,,,,,,,,
2020,FightOwens Fight!,Spear,Myles Gaskin,RB,MIA,,,,,,,,,
2021,Reverend Payne,Rob,Sterling Shepard,WR,NYG,,,,,,,,,
2021,. Cush .,Connor,Deebo Samuel,WR,SF,,,,,,Robert Woods,WR,Robert Woods,WR
2021,Victim Complexes,Wes,Tyler Lockett,WR,SEA,,,,,,,,,
2021,Seabass and the Fellas,Geoff,Michael Gallup,WR,DAL,,,,,,Marquise Brown,RB/WR,Marquise Brown,RB/WR
2021,Def Done After This Season,Ken,Travis Kelce,TE,KC,,,,,,,,,
2021,Eat The Sandwich,Spencer,Mark Andrews,TE,BAL,,,,,,,,,
2021,The Best In The World,Tom,Dawson Knox,TE,BUF,,,,,,,,,
2021,Gotham City Rogues,Dan,George Kittle,TE,SF,,,,,,Rodrigo Blankenship,K,Rodrigo Blankenship,K
2021,The Comeback of Johnny Man-Zeer,Gavin,Foster Moreau,TE,LV,,,,,,Michael Pittman Jr.,BE,Michael Pittman Jr.,BE
2021,Ride of the Symphirrim,TSizz,Dallas Goedert,TE,PHI,,,,,,Browns D/ST,D/ST,Browns D/ST,D/ST
2020,John Loves Dogs,James,Hayden Hurst,TE,ATL,,,,,,,,,
2020,FightOwens Fight!,Spear,Noah Fant,TE,DEN,,,,,,,,,
2021,Reverend Payne,Rob,Cole Kmet,TE,DAL,,,,,,,,,
2021,. Cush .,Connor,Gerald Everett,TE,SEA,,,,,,Robert Woods,WR,Robert Woods,WR
2021,Victim Complexes,Wes,Kyle Pitts,TE,ATL,,,,,,,,,
2021,Seabass and the Fellas,Geoff,Hunter Henry,TE,NE,,,,,,Marquise Brown,RB/WR,Marquise Brown,RB/WR
2021,Def Done After This Season,Ken,Cardinals D/ST,DEF,ARI,,,,,,,,,
2021,Eat The Sandwich,Spencer,Chargers D/ST,DEF,LAC,,,,,,,,,
2021,The Best In The World,Tom,Buccaneers D/ST,DEF,TB,,,,,,,,,
2021,Gotham City Rogues,Dan,Patriots D/ST,DEF,NE,,,,,,Rodrigo Blankenship,K,Rodrigo Blankenship,K
2021,The Comeback of Johnny Man-Zeer,Gavin,Packers D/ST,DEF,GB,,,,,,Michael Pittman Jr.,BE,Michael Pittman Jr.,BE
2021,Ride of the Symphirrim,TSizz,Seahawks D/ST,DEF,SEA,,,,,,,,,
2020,John Loves Dogs,James,Browns D/ST,DEF,CLE,,,,,,,,,
2020,FightOwens Fight!,Spear,Washington D/ST,DEF,WAS,,,,,,,,,
2021,Reverend Payne,Rob,Bills D/ST,DEF,BUF,,,,,,,,,
2021,. Cush .,Connor,Steelers D/ST,DEF,PIT,,,,,,Robert Woods,WR,Robert Woods,WR
2021,Victim Complexes,Wes,Raiders D/ST,DEF,LV,,,,,,,,,
2021,Seabass and the Fellas,Geoff,Cowboys D/ST,DEF,DAL,,,,,,Marquise Brown,RB/WR,Marquise Brown,RB/WR
2021,Def Done After This Season,Ken,Justin Tucker,K,BAL,,,,,,,,,
2021,Eat The Sandwich,Spencer,Matt Gay,K,LAR,,,,,,,,,
2021,The Best In The World,Tom,Daniel Carlson,K,LV,,,,,,,,,
2021,Gotham City Rogues,Dan,Nick Folk,K,NE,,,,,,Rodrigo Blankenship,K,Rodrigo Blankenship,K
2021,The Comeback of Johnny Man-Zeer,Gavin,Robbie Gould,K,SF,,,,,,Michael Pittman Jr.,BE,Michael Pittman Jr.,BE
2021,Ride of the Symphirrim,TSizz,Younghoe Koo,K,ATL,,,,,,Browns D/ST,D/ST,Browns D/ST,D/ST
2020,John Loves Dogs,James,Rodrigo Blankenship,K,IND,,,,,,,,,
2020,FightOwens Fight!,Spear,Dustin Hopkins,K,WAS,,,,,,,,,
2021,Reverend Payne,Rob,Harrison Butker,K,KC,,,,,,,,,
2021,. Cush .,Connor,Graham Gano,K,NYG,,,,,,Robert Woods,WR,Robert Woods,WR
2021,Victim Complexes,Wes,Tyler Bass,K,BUF,,,,,,,,,
2021,Seabass and the Fellas,Geoff,Chris Boswell,K,PIT,,,,,,Marquise Brown,RB/WR,Marquise Brown,RB/WR
2021,Def Done After This Season,Ken,Julio Jones,WR,TEN,,,,,,,,,
2021,Eat The Sandwich,Spencer,Devontae Booker,RB,NYG,,,,,,,,,
2021,The Best In The World,Tom,James Robinson,RB,JAX,,,,,,,,,
2021,Gotham City Rogues,Dan,James Conner,RB,ARI,,,,,,Rodrigo Blankenship,K,Rodrigo Blankenship,K
2021,The Comeback of Johnny Man-Zeer,Gavin,Mike Gesicki,TE,MIA,,,,,,Michael Pittman Jr.,BE,Michael Pittman Jr.,BE
2021,Ride of the Symphirrim,TSizz,Jerry Jeudy,WR,DET,,,,,,Browns D/ST,D/ST,Browns D/ST,D/ST
2020,John Loves Dogs,James,James White,RB,NE,,,,,,,,,
2020,FightOwens Fight!,Spear,Lynn Bowden Jr.,WR,LV,,,,,,,,,
2021,Reverend Payne,Rob,DeAndre Hopkins,WR,ARI,,,,,,,,,
2021,. Cush .,Connor,Darren Waller,TE,LV,,,,,,Robert Woods,WR,Robert Woods,WR
2021,Victim Complexes,Wes,Tyler Boyd,WR,CIN,,,,,,,,,
2021,Seabass and the Fellas,Geoff,Chase Edmonds,RB,ARI,,,,,,Marquise Brown,RB/WR,Marquise Brown,RB/WR
2021,Def Done After This Season,Ken,Darrell Henderson Jr,RB,LAR,,,,,,,,,
2021,Eat The Sandwich,Spencer,KJ Osborn,WR,MIN,,,,,,,,,
2021,The Best In The World,Tom,Leonard Fournette,RB,TB,,,,,,,,,
2021,Gotham City Rogues,Dan,Alexander Mattison,RB,MIN,,,,,,Rodrigo Blankenship,K,Rodrigo Blankenship,K
2021,The Comeback of Johnny Man-Zeer,Gavin,Matthew Stafford,QB,LAR,,,,,,Michael Pittman Jr.,BE,Michael Pittman Jr.,BE
2021,Ride of the Symphirrim,TSizz,Carson Wentz,QB,IND,,,,,,Browns D/ST,D/ST,Browns D/ST,D/ST
2020,John Loves Dogs,James,Tony Pollard,RB,DAL,,,,,,,,,
2020,FightOwens Fight!,Spear,Russell Gage,WR,ATL,,,,,,,,,
2021,Reverend Payne,Rob,Mike Davis,RB,ATL,,,,,,,,,
2021,. Cush .,Connor,Lamar Jackson,QB,BAL,,,,,,Robert Woods,WR,Robert Woods,WR
2021,Victim Complexes,Wes,Derek Carr,QB,LV,,,,,,,,,
2021,Seabass and the Fellas,Geoff,Russell Wilson,QB,SEA,,,,,,Marquise Brown,RB/WR,Marquise Brown,RB/WR
2021,Def Done After This Season,Ken,Panthers D/ST,DEF,CAR,,,,,,,,,
2021,Eat The Sandwich,Spencer,Isaiah McKenzie,WR,BUF,,,,,,,,,
2021,The Best In The World,Tom,Pat Freiermuth,TE,PIT,,,,,,,,,
2021,Gotham City Rogues,Dan,Van Jefferson,WR,LAR,,,,,,Rodrigo Blankenship,K,Rodrigo Blankenship,K
2021,The Comeback of Johnny Man-Zeer,Gavin,Mark Ingram II,RB,NO,,,,,,Michael Pittman Jr.,BE,Michael Pittman Jr.,BE
2021,Ride of the Symphirrim,TSizz,Myles Gaskin,RB,MIA,,,,,,Browns D/ST,D/ST,Browns D/ST,D/ST
2020,John Loves Dogs,James,Giovani Bernard,RB,CIN,,,,,,,,,
2020,FightOwens Fight!,Spear,Irv Smith Jr.,TE,MIN,,,,,,,,,
2021,Reverend Payne,Rob,TJ Hockenson,WR,DET,,,,,,,,,
2021,. Cush .,Connor,Cole Beasley,WR,BUF,,,,,,Robert Woods,WR,Robert Woods,WR
2021,Victim Complexes,Wes,Zach Pascal,WR,IND,,,,,,,,,
2021,Seabass and the Fellas,Geoff,Melvin Gordon III,RB,DEN,,,,,,Marquise Brown,RB/WR,Marquise Brown,RB/WR
2021,Def Done After This Season,Ken,Evan Engram,TE,NYG,,,,,,,,,
2021,Eat The Sandwich,Spencer,Cam Akers,RB,LAR,,,,,,,,,
2021,The Best In The World,Tom,Elijah Moore,WR,NYJ,,,,,,,,,
2021,Gotham City Rogues,Dan,Taysom Hill,QB,NO,,,,,,Rodrigo Blankenship,K,Rodrigo Blankenship,K
2021,The Comeback of Johnny Man-Zeer,Gavin,Ravens D/ST,DEF,BAL,,,,,,Michael Pittman Jr.,BE,Michael Pittman Jr.,BE
2021,Ride of the Symphirrim,TSizz,Kendrick Bourne,WR,NE,,,,,,Browns D/ST,D/ST,Browns D/ST,D/ST
2020,John Loves Dogs,James,Michael Pittman Jr.,WR,IND,,,,,,,,,
2020,FightOwens Fight!,Spear,Ronald Jones II,RB,TB,,,,,,,,,
2021,Reverend Payne,Rob,Jamaal Williams,RB,DET,,,,,,,,,
2021,. Cush .,Connor,Chubba Hubbard,RB,CAR,,,,,,Robert Woods,WR,Robert Woods,WR
2021,Victim Complexes,Wes,Tim Patrick,WR,DEN,,,,,,,,,
2021,Seabass and the Fellas,Geoff,Austin Hooper,TE,CLE,,,,,,Marquise Brown,RB/WR,Marquise Brown,RB/WR
2021,Def Done After This Season,Ken,Courtland Sutton,WR,DEN,,,,,,,,,
2021,Eat The Sandwich,Spencer,JK Dobbins,RB,BAL,,,,,,,,,
2021,The Best In The World,Tom,Nyheim Hines,RB,IND,,,,,,,,,
2021,Gotham City Rogues,Dan,Gabriel Davis,WR,BUF,,,,,,Rodrigo Blankenship,K,Rodrigo Blankenship,K
2021,The Comeback of Johnny Man-Zeer,Gavin,Allen Robinson II,WR,DAL,,,,,,Michael Pittman Jr.,BE,Michael Pittman Jr.,BE
2021,Ride of the Symphirrim,TSizz,Tre'Quan Smith,WR,NO,,,,,,Browns D/ST,D/ST,Browns D/ST,D/ST
2020,John Loves Dogs,James,Ben Roethlisberger,QB,PIT,,,,,,,,,
2020,FightOwens Fight!,Spear,Saquon Barkley,RB,NYG,,,,,,,,,
2021,. Cush .,Connor,Darius Slayton,WR,NYG,,,,,,Tony Pollard,BE,Tony Pollard,BE
2021,Victim Complexes,Wes,Tyler Conklin,TE,MIN,,,,,,,,,
2021,Seabass and the Fellas,Geoff,Jamison Crowder,WR,NYJ,,,,,,,,,
2021,Def Done After This Season,Ken,David Njoku,TE,CLE,,,,,,,,,
2021,Eat The Sandwich,Spencer,Raheem Mostert,RB,SF,,,,,,,,,
2021,The Best In The World,Tom,Rashod Bateman,WR,BAL,,,,,,,,,
2021,Gotham City Rogues,Dan,Allen Lazard,WR,GB,,,,,,,,,
2021,The Comeback of Johnny Man-Zeer,Gavin,Rashaad Penny,RB,SEA,,,,,,,,,
2021,Ride of the Symphirrim,TSizz,Donvan Peoples-Jones,WR,CLE,,,,,,,,,
2020,John Loves Dogs,James,Dallas Goedert,TE,PHI,,,,,,,,,
2020,FightOwens Fight!,Spear,Nyheim Hines,RB,IND,,,,,,,,,
2021,. Cush .,Connor,D'Ernest Johnson,RB,CLE,,,,,,,,,
2021,Victim Complexes,Wes,Tevin Coleman,RB,NYJ,,,,,,,,,
2021,Seabass and the Fellas,Geoff,Rex Burkhead,RB,HOU,,,,,,,,,
2021,Eat The Sandwich,Spencer,JD McKissic,RB,WAS,,,,,,,,,
2021,The Best In The World,Tom,Calvin Ridley,WR,ATL,,,,,,,,,
2021,The Comeback of Johnny Man-Zeer,Gavin,AJ Brown,WR,TEN,,,,,,,,,
2021,Ride of the Symphirrim,TSizz,Derrick Henry,RB,TEN,,,,,,,,,
2021,Reverend Payne,Rob,Chris Carson,RB,SEA,,,,,,,,,
2021,. Cush .,Connor,Christian McCaffrey,RB,CAR,,,,,,,,,
2021,Victim Complexes,Wes,Michael Carter,RB,NYJ,,,,,,,,,
2021,Eat The Sandwich,Spencer,Adam Thielen,WR,MIN,,,,,,,,,
2021,Victim Complexes,Wes,Quintez Cephus,WR,DET,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
2020,Victim Complexes,Wes,Justin Herbert,QB,LAC,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
2020,Victim Complexes,Wes,Ezekiel Elliott,RB,DAL,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
2020,Victim Complexes,Wes,Aaron Jones,RB,GB,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
2020,Victim Complexes,Wes,Adam Thielen,WR,MIN,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
2020,Victim Complexes,Wes,Emmanuel Sanders,WR,NO,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
2020,Victim Complexes,Wes,Diontae Johnson,WR,PIT,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
2020,Victim Complexes,Wes,Chris Carson,RB,SEA,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
2020,Victim Complexes,Wes,Titans D/ST,DEF,TEN,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
2020,Victim Complexes,Wes,Graham Gano,K,NYG,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
2020,Victim Complexes,Wes,Henry Ruggs III,WR,LV,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
2020,Victim Complexes,Wes,J.D. McKissic,RB,WAS,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
2020,Victim Complexes,Wes,Tua Tagovailoa,QB,MIA,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
2020,Victim Complexes,Wes,Tom Brady,QB,TB,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
2020,Victim Complexes,Wes,Michael Gallup,WR,DAL,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
