year,week,team,team_owner,team_score,opponent,opponent_owner,opponent_score,result,is_playoff,bracket_type,playoff_round,team_seed,opponent_seed
2019,14,Eat The Sandwich,Spencer,100.9,BYE,BYE,,BYE,TRUE,Winners,1,1,
2019,14,John Loves Dogs,James,145.4,SCOTTS TOTS,Ken,90.2,WIN,TRUE,Winners,1,4,5
2019,14,Subverted Expectations,Tsizz,84.6,Victim Complexes,Wes,163.5,LOSS,TRUE,Winners,1,3,6
2019,14,Clutch Gene,Spear,133.1,BYE,BYE,,BYE,TRUE,Winners,1,2,
2019,14,Trust The Process,Tom,146.6,The Comeback of Johnny Man-Zeer,Gavin,182.8,LOSS,TRUE,Consolation,1,7,8
2019,14,Gotham City Rogues,Dan,145.6,Seabass and the Fellas,Geoff,104.5,WIN,TRUE,Consolation,1,9,10
2019,14,LSC Stud Muffins,Dylan,101.4,Reverend Payne,Rob,131.9,LOSS,TRUE,Consolation,1,11,12
2019,15,Eat The Sandwich,Spencer,161.5,John Loves Dogs,James,159.4,WIN,TRUE,Winners,2,1,4
2019,15,Clutch Gene,Spear,159.8,Victim Complexes,Wes,131.7,WIN,TRUE,Winners,2,2,6
2019,15,Subverted Expectations,Tsizz,139.8,SCOTTS TOTS,Ken,170.6,LOSS,TRUE,Winners,2,3,5
2019,15,The Comeback of Johnny Man-Zeer,Gavin,145.8,Gotham City Rogues,Dan,136.6,WIN,TRUE,Consolation,2,8,9
2019,15,Trust The Process,Tom,136.5,Reverend Payne,Rob,139.7,LOSS,TRUE,Consolation,2,7,12
2019,15,Seabass and the Fellas,Geoff,101.3,LSC Stud Muffins,Dylan,107.4,LOSS,TRUE,Consolation,2,10,11
2019,16,Eat The Sandwich,Spencer,122.6,Clutch Gene,Spear,91.6,WIN,TRUE,Winners,3,1,2
2019,16,John Loves Dogs,James,180.9,Victim Complexes,Wes,114,WIN,TRUE,Winners,3,4,6
2019,16,Subverted Expectations,Tsizz,113.1,SCOTTS TOTS,Ken,105.3,WIN,TRUE,Winners,3,3,5
2019,16,The Comeback of Johnny Man-Zeer,Gavin,90.1,Reverend Payne,Rob,120.5,LOSS,TRUE,Consolation,3,8,12
2019,16,Gotham City Rogues,Dan,150.3,LSC Stud Muffins,Dylan,131,WIN,TRUE,Consolation,3,9,11
2019,16,Trust The Process,Tom,142.1,Seabass and the Fellas,Geoff,95.9,WIN,TRUE,Consolation,3,7,10
2020,1,"Make POs, Lose In QFs, Repeat",Tsizz,124.6,Eat The Sandwich,Spencer,120.3,WIN,FALSE,,,,
2020,1,Gotham City Rogues,Dan,119.1,John Loves Dogs,James,147.7,LOSS,FALSE,,,,
2020,1,He's Still Alive,Ken,109.7,1-800-Miwacle,Rob,181.1,LOSS,FALSE,,,,
2020,1,The Comeback of Johnny Man-Zeer,Gavin,132.8,Seabass and the Fellas,Geoff,144.4,LOSS,FALSE,,,,
2020,1,"Set, Hut!",Connor,121,Victim Complexes,Wes,133,LOSS,FALSE,,,,
2020,1,Wreck Everyone and Lose,Tom,117,FightOwens Fight!,Spear,154.3,LOSS,FALSE,,,,
2020,2,"Make POs, Lose In QFs, Repeat",Tsizz,133.4,Gotham City Rogues,Dan,159.3,LOSS,FALSE,,,,
2020,2,Eat The Sandwich,Spencer,140,He's Still Alive,Ken,129.9,WIN,FALSE,,,,
2020,2,John Loves Dogs,James,115.7,1-800-Miwacle,Rob,160.6,LOSS,FALSE,,,,
2020,2,FightOwens Fight!,Spear,114.4,Victim Complexes,Wes,167,LOSS,FALSE,,,,
2020,2,"Set, Hut!",Connor,158.2,The Comeback of Johnny Man-Zeer,Gavin,92.3,WIN,FALSE,,,,
2020,2,Wreck Everyone and Lose,Tom,166.6,Seabass and the Fellas,Geoff,183.1,LOSS,FALSE,,,,
2020,3,John Loves Dogs,James,148.8,"Make POs, Lose In QFs, Repeat",Tsizz,148,WIN,FALSE,,,,
2020,3,He's Still Alive,Ken,131.2,Gotham City Rogues,Dan,143.1,LOSS,FALSE,,,,
2020,3,1-800-Miwacle,Rob,104.6,Eat The Sandwich,Spencer,147.6,LOSS,FALSE,,,,
2020,3,Victim Complexes,Wes,128,Seabass and the Fellas,Geoff,170.8,LOSS,FALSE,,,,
2020,3,The Comeback of Johnny Man-Zeer,Gavin,116.7,Wreck Everyone and Lose,Tom,148.2,LOSS,FALSE,,,,
2020,3,FightOwens Fight!,Spear,86.3,"Set, Hut!",Connor,134,LOSS,FALSE,,,,
2020,4,John Loves Dogs,James,110.6,He's Still Alive,Ken,87.6,WIN,FALSE,,,,
2020,4,Gotham City Rogues,Dan,203.4,Eat The Sandwich,Spencer,147.6,WIN,FALSE,,,,
2020,4,1-800-Miwacle,Rob,129.4,"Make POs, Lose In QFs, Repeat",Tsizz,124.3,WIN,FALSE,,,,
2020,4,"Set, Hut!",Connor,140.5,Wreck Everyone and Lose,Tom,109.7,WIN,FALSE,,,,
2020,4,FightOwens Fight!,Spear,135.9,Seabass and the Fellas,Geoff,147.2,LOSS,FALSE,,,,
2020,4,Victim Complexes,Wes,167.5,The Comeback of Johnny Man-Zeer,Gavin,119.6,WIN,FALSE,,,,
2020,5,Gotham City Rogues,Dan,99.6,1-800-Miwacle,Rob,178.6,LOSS,FALSE,,,,
2020,5,"Make POs, Lose In QFs, Repeat",Tsizz,126,He's Still Alive,Ken,103.9,WIN,FALSE,,,,
2020,5,Eat The Sandwich,Spencer,119,John Loves Dogs,James,123,LOSS,FALSE,,,,
2020,5,The Comeback of Johnny Man-Zeer,Gavin,134.4,FightOwens Fight!,Spear,116.4,WIN,FALSE,,,,
2020,5,Wreck Everyone and Lose,Tom,202,Victim Complexes,Wes,134.8,WIN,FALSE,,,,
2020,5,Seabass and the Fellas,Geoff,119.3,"Set, Hut!",Connor,140.1,LOSS,FALSE,,,,
2020,6,FightOwens Fight!,Spear,127.2,Eat The Sandwich,Spencer,137.2,LOSS,FALSE,,,,
2020,6,1-800-Miwacle,Rob,134.2,"Set, Hut!",Connor,100.3,WIN,FALSE,,,,
2020,6,He's Still Alive,Ken,119.1,Seabass and the Fellas,Geoff,105.2,WIN,FALSE,,,,
2020,6,John Loves Dogs,James,109.5,The Comeback of Johnny Man-Zeer,Gavin,147.3,LOSS,FALSE,,,,
2020,6,Wreck Everyone and Lose,Tom,114.4,Gotham City Rogues,Dan,122.2,LOSS,FALSE,,,,
2020,6,"Make POs, Lose In QFs, Repeat",Tsizz,164.1,Victim Complexes,Wes,120.4,WIN,FALSE,,,,
2020,7,Victim Complexes,Wes,114.6,1-800-Miwacle,Rob,114.5,WIN,FALSE,,,,
2020,7,The Comeback of Johnny Man-Zeer,Gavin,104.9,He's Still Alive,Ken,126,LOSS,FALSE,,,,
2020,7,"Set, Hut!",Connor,123.4,John Loves Dogs,James,153.1,LOSS,FALSE,,,,
2020,7,"Make POs, Lose In QFs, Repeat",Tsizz,136.5,Wreck Everyone and Lose,Tom,97.7,WIN,FALSE,,,,
2020,7,FightOwens Fight!,Spear,119,Gotham City Rogues,Dan,140.3,LOSS,FALSE,,,,
2020,7,Seabass and the Fellas,Geoff,221.6,Eat The Sandwich,Spencer,109,WIN,FALSE,,,,
2020,8,Wreck Everyone and Lose,Tom,133.5,1-800-Miwacle,Rob,83,WIN,FALSE,,,,
2020,8,Victim Complexes,Wes,68.9,John Loves Dogs,James,130,LOSS,FALSE,,,,
2020,8,"Make POs, Lose In QFs, Repeat",Tsizz,147.9,FightOwens Fight!,Spear,109.7,WIN,FALSE,,,,
2020,8,Gotham City Rogues,Dan,120.4,Seabass and the Fellas,Geoff,171.1,LOSS,FALSE,,,,
2020,8,Eat The Sandwich,Spencer,91.2,The Comeback of Johnny Man-Zeer,Gavin,112,LOSS,FALSE,,,,
2020,8,He's Still Alive,Ken,148.1,"Set, Hut!",Connor,125.6,WIN,FALSE,,,,
2020,9,FightOwens Fight!,Spear,103.2,1-800-Miwacle,Rob,117.7,LOSS,FALSE,,,,
2020,9,Seabass and the Fellas,Geoff,159.1,"Make POs, Lose In QFs, Repeat",Tsizz,119.7,WIN,FALSE,,,,
2020,9,The Comeback of Johnny Man-Zeer,Gavin,132.8,Gotham City Rogues,Dan,111.7,WIN,FALSE,,,,
2020,9,Victim Complexes,Wes,112.1,He's Still Alive,Ken,112.6,LOSS,FALSE,,,,
2020,9,John Loves Dogs,James,123.2,Wreck Everyone and Lose,Tom,172.5,LOSS,FALSE,,,,
2020,9,"Set, Hut!",Connor,134.8,Eat The Sandwich,Spencer,111.3,WIN,FALSE,,,,
2020,10,"Make POs, Lose In QFs, Repeat",Tsizz,85.1,The Comeback of Johnny Man-Zeer,Gavin,124.4,LOSS,FALSE,,,,
2020,10,Gotham City Rogues,Dan,125.6,"Set, Hut!",Connor,153,LOSS,FALSE,,,,
2020,10,FightOwens Fight!,Spear,164.8,John Loves Dogs,James,98,WIN,FALSE,,,,
2020,10,1-800-Miwacle,Rob,109.8,Seabass and the Fellas,Geoff,100.7,WIN,FALSE,,,,
2020,10,He's Still Alive,Ken,91.5,Wreck Everyone and Lose,Tom,84.9,WIN,FALSE,,,,
2020,10,Eat The Sandwich,Spencer,120.1,Victim Complexes,Wes,145.4,LOSS,FALSE,,,,
2020,11,Victim Complexes,Wes,159.7,Gotham City Rogues,Dan,120.8,WIN,FALSE,,,,
2020,11,Seabass and the Fellas,Geoff,169.4,John Loves Dogs,James,147.1,WIN,FALSE,,,,
2020,11,He's Still Alive,Ken,156.1,1-800-Miwacle,Rob,133.8,WIN,FALSE,,,,
2020,11,The Comeback of Johnny Man-Zeer,Gavin,113.8,FightOwens Fight!,Spear,82.8,WIN,FALSE,,,,
2020,11,Wreck Everyone and Lose,Tom,130.1,Eat The Sandwich,Spencer,96.7,WIN,FALSE,,,,
2020,11,"Set, Hut!",Connor,124.9,"Make POs, Lose In QFs, Repeat",Tsizz,129,LOSS,FALSE,,,,
2020,12,Eat The Sandwich,Spencer,118.1,FightOwens Fight!,Spear,126.3,LOSS,FALSE,,,,
2020,12,John Loves Dogs,James,167.7,Victim Complexes,Wes,77.4,WIN,FALSE,,,,
2020,12,"Make POs, Lose In QFs, Repeat",Tsizz,159.6,He's Still Alive,Ken,117.6,WIN,FALSE,,,,
2020,12,Wreck Everyone and Lose,Tom,158.6,Seabass and the Fellas,Geoff,140.8,WIN,FALSE,,,,
2020,12,1-800-Miwacle,Rob,124.8,The Comeback of Johnny Man-Zeer,Gavin,122.8,WIN,FALSE,,,,
2020,12,Gotham City Rogues,Dan,137.6,"Set, Hut!",Connor,131,WIN,FALSE,,,,
2020,13,Wreck Everyone and Lose,Tom,108.7,Victim Complexes,Wes,140.7,LOSS,FALSE,,,,
2020,13,The Comeback of Johnny Man-Zeer,Gavin,157.8,"Set, Hut!",Connor,104.6,WIN,FALSE,,,,
2020,13,Seabass and the Fellas,Geoff,174.6,FightOwens Fight!,Spear,145.5,WIN,FALSE,,,,
2020,13,1-800-Miwacle,Rob,168.3,"Make POs, Lose In QFs, Repeat",Tsizz,145.2,WIN,FALSE,,,,
2020,13,Gotham City Rogues,Dan,135.6,He's Still Alive,Ken,123.5,WIN,FALSE,,,,
2020,13,John Loves Dogs,James,137.7,Eat The Sandwich,Spencer,108,WIN,FALSE,,,,
2020,14,Seabass and the Fellas,Geoff,180.1,BYE,BYE,,BYE,TRUE,Winners,1,1,
2020,14,"Make POs, Lose In QFs, Repeat",Tsizz,139.8,Gotham City Rogues,Dan,165.7,LOSS,TRUE,Winners,1,4,5
2020,14,John Loves Dogs,James,145,Victim Complexes,Wes,100.3,WIN,TRUE,Winners,1,3,6
2020,14,1-800-Miwacle,Rob,126.3,BYE,BYE,,BYE,TRUE,Winners,1,2,
2020,14,The Comeback of Johnny Man-Zeer,Gavin,97.3,Wreck Everyone and Lose,Tom,117.6,LOSS,TRUE,Consolation,1,7,8
2020,14,"Set, Hut!",Connor,100.8,He's Still Alive,Ken,133.4,LOSS,TRUE,Consolation,1,9,10
2020,14,FightOwens Fight!,Spear,144,Eat The Sandwich,Spencer,102.2,WIN,TRUE,Consolation,1,11,12
2020,15,Seabass and the Fellas,Geoff,140.2,Gotham City Rogues,Dan,92.6,WIN,TRUE,Winners,2,1,5
2020,15,1-800-Miwacle,Rob,170.1,John Loves Dogs,James,157.7,WIN,TRUE,Winners,2,2,3
2020,15,"Make POs, Lose In QFs, Repeat",Tsizz,126.4,Victim Complexes,Wes,130.7,LOSS,TRUE,Winners,2,4,6
2020,15,Wreck Everyone and Lose,Tom,144.7,He's Still Alive,Ken,88.6,WIN,TRUE,Consolation,2,8,10
2020,15,The Comeback of Johnny Man-Zeer,Gavin,108.4,FightOwens Fight!,Spear,175.8,LOSS,TRUE,Consolation,2,7,11
2020,15,"Set, Hut!",Connor,130.1,Eat The Sandwich,Spencer,100.3,WIN,TRUE,Consolation,2,9,12
2020,16,Seabass and the Fellas,Geoff,109,1-800-Miwacle,Rob,184,LOSS,TRUE,Winners,3,1,2
2020,16,John Loves Dogs,James,157.5,Gotham City Rogues,Dan,175.7,LOSS,TRUE,Winners,3,3,5
2020,16,"Make POs, Lose In QFs, Repeat",Tsizz,100.5,Victim Complexes,Wes,135.6,LOSS,TRUE,Winners,3,4,5
2020,16,Wreck Everyone and Lose,Tom,149.4,FightOwens Fight!,Spear,165.7,LOSS,TRUE,Consolation,3,8,11
2020,16,"Set, Hut!",Connor,135.8,He's Still Alive,Ken,139.3,LOSS,TRUE,Consolation,3,9,10
2020,16,The Comeback of Johnny Man-Zeer,Gavin,95.3,Eat The Sandwich,Spencer,124,LOSS,TRUE,Consolation,3,7,12
2021,1,The Best In The World,Tom,133.7,John Loves Dogs,James,152.3,LOSS,FALSE,,,,
2021,1,Eat The Sandwich,Spencer,125.4,. Cush . ,Connor,181,LOSS,FALSE,,,,
2021,1,Gotham City Rogues,Dan,149.7,FightOwens Fight!,Spear,130.4,WIN,FALSE,,,,
2021,1,Victim Complexes,Wes,96.1,The Comeback of Johnny Man-Zeer,Gavin,110.4,LOSS,FALSE,,,,
2021,1,Seabass and the Fellas,Geoff,147.2,1-800-Miwacle,Rob,175.9,LOSS,FALSE,,,,
2021,1,Def Done After This Season,Ken,128.3,Ride of the Symphirrim,Tsizz,144.4,LOSS,FALSE,,,,
2021,2,John Loves Dogs,James,149,. Cush . ,Connor,136.4,WIN,FALSE,,,,
2021,2,The Best In The World,Tom,156.2,Eat The Sandwich,Spencer,119.8,WIN,FALSE,,,,
2021,2,FightOwens Fight!,Spear,94.7,The Comeback of Johnny Man-Zeer,Gavin,119.6,LOSS,FALSE,,,,
2021,2,Victim Complexes,Wes,182.8,Gotham City Rogues,Dan,85.8,WIN,FALSE,,,,
2021,2,1-800-Miwacle,Rob,152.6,Ride of the Symphirrim,Tsizz,162,LOSS,FALSE,,,,
2021,2,Seabass and the Fellas,Geoff,125.7,Def Done After This Season,Ken,123.8,WIN,FALSE,,,,
2021,3,Eat The Sandwich,Spencer,131.4,John Loves Dogs,James,177.2,LOSS,FALSE,,,,
2021,3,. Cush . ,Connor,118.1,The Best In The World,Tom,118.8,LOSS,FALSE,,,,
2021,3,Victim Complexes,Wes,127.6,FightOwens Fight!,Spear,145.6,LOSS,FALSE,,,,
2021,3,The Comeback of Johnny Man-Zeer,Gavin,102.1,Gotham City Rogues,Dan,107.9,LOSS,FALSE,,,,
2021,3,Def Done After This Season,Ken,129.2,1-800-Miwacle,Rob,115.7,WIN,FALSE,,,,
2021,3,Ride of the Symphirrim,Tsizz,186.9,Seabass and the Fellas,Geoff,116.9,WIN,FALSE,,,,
2021,4,John Loves Dogs,James,136.3,Ride of the Symphirrim,Tsizz,112.4,WIN,FALSE,,,,
2021,4,Gotham City Rogues,Dan,104.9,Eat The Sandwich,Spencer,116.1,LOSS,FALSE,,,,
2021,4,Def Done After This Season,Ken,111.5,FightOwens Fight!,Spear,193.8,LOSS,FALSE,,,,
2021,4,Seabass and the Fellas,Geoff,150.9,. Cush . ,Connor,117.2,WIN,FALSE,,,,
2021,4,The Comeback of Johnny Man-Zeer,Gavin,136,1-800-Miwacle,Rob,115.3,WIN,FALSE,,,,
2021,4,The Best In The World,Tom,128.6,Victim Complexes,Wes,115.8,WIN,FALSE,,,,
2021,5,FightOwens Fight!,Spear,111.7,John Loves Dogs,James,194.8,LOSS,FALSE,,,,
2021,5,Ride of the Symphirrim,Tsizz,207.9,Eat The Sandwich,Spencer,175,WIN,FALSE,,,,
2021,5,The Best In The World,Tom,145.4,Seabass and the Fellas,Geoff,97.8,WIN,FALSE,,,,
2021,5,The Comeback of Johnny Man-Zeer,Gavin,127.3,. Cush . ,Connor,142.2,LOSS,FALSE,,,,
2021,5,Victim Complexes,Wes,162.2,1-800-Miwacle,Rob,137.7,WIN,FALSE,,,,
2021,5,Def Done After This Season,Ken,124.9,Gotham City Rogues,Dan,151.1,LOSS,FALSE,,,,
2021,6,John Loves Dogs,James,167.8,Seabass and the Fellas,Geoff,116.6,WIN,FALSE,,,,
2021,6,. Cush . ,Connor,113.8,1-800-Miwacle,Rob,145,LOSS,FALSE,,,,
2021,6,The Comeback of Johnny Man-Zeer,Gavin,139.9,Def Done After This Season,Ken,146.1,LOSS,FALSE,,,,
2021,6,Eat The Sandwich,Spencer,169.3,Victim Complexes,Wes,97.2,WIN,FALSE,,,,
2021,6,FightOwens Fight!,Spear,115.4,Ride of the Symphirrim,Tsizz,133.2,LOSS,FALSE,,,,
2021,6,Gotham City Rogues,Dan,127.7,The Best In The World,Tom,181,LOSS,FALSE,,,,
2021,7,Seabass and the Fellas,Geoff,95.8,Eat The Sandwich,Spencer,117.5,LOSS,FALSE,,,,
2021,7,. Cush . ,Connor,142.9,Ride of the Symphirrim,Tsizz,150.8,LOSS,FALSE,,,,
2021,7,Victim Complexes,Wes,110.3,Def Done After This Season,Ken,106.1,WIN,FALSE,,,,
2021,7,FightOwens Fight!,Spear,158.7,The Best In The World,Tom,102.2,WIN,FALSE,,,,
2021,7,1-800-Miwacle,Rob,67.7,Gotham City Rogues,Dan,171.6,LOSS,FALSE,,,,
2021,7,The Comeback of Johnny Man-Zeer,Gavin,135.6,John Loves Dogs,James,121.2,WIN,FALSE,,,,
2021,8,John Loves Dogs,James,124.7,Gotham City Rogues,Dan,122,WIN,FALSE,,,,
2021,8,. Cush . ,Connor,109.7,Victim Complexes,Wes,113.7,LOSS,FALSE,,,,
2021,8,1-800-Miwacle,Rob,132.7,FightOwens Fight!,Spear,142.8,LOSS,FALSE,,,,
2021,8,Ride of the Symphirrim,Tsizz,84.6,The Best In The World,Tom,83.3,WIN,FALSE,,,,
2021,8,Seabass and the Fellas,Geoff,107.3,The Comeback of Johnny Man-Zeer,Gavin,106.7,WIN,FALSE,,,,
2021,8,Eat The Sandwich,Spencer,91.9,Def Done After This Season,Ken,153.3,LOSS,FALSE,,,,
2021,9,The Best In The World,Tom,115.7,The Comeback of Johnny Man-Zeer,Gavin,100.5,WIN,FALSE,,,,
2021,9,Gotham City Rogues,Dan,101.1,Seabass and the Fellas,Geoff,115.9,LOSS,FALSE,,,,
2021,9,Def Done After This Season,Ken,136.1,. Cush . ,Connor,129.1,WIN,FALSE,,,,
2021,9,Victim Complexes,Wes,104.6,Ride of the Symphirrim,Tsizz,139,LOSS,FALSE,,,,
2021,9,Eat The Sandwich,Spencer,120.4,FightOwens Fight!,Spear,139,LOSS,FALSE,,,,
2021,9,1-800-Miwacle,Rob,74.7,John Loves Dogs,James,99.8,LOSS,FALSE,,,,
2021,10,FightOwens Fight!,Spear,87.9,Seabass and the Fellas,Geoff,121.5,LOSS,FALSE,,,,
2021,10,Gotham City Rogues,Dan,116.5,. Cush . ,Connor,127.8,LOSS,FALSE,,,,
2021,10,Ride of the Symphirrim,Tsizz,104.6,The Comeback of Johnny Man-Zeer,Gavin,108.7,LOSS,FALSE,,,,
2021,10,Victim Complexes,Wes,100.5,John Loves Dogs,James,136.8,LOSS,FALSE,,,,
2021,10,1-800-Miwacle,Rob,109.5,Eat The Sandwich,Spencer,111.8,LOSS,FALSE,,,,
2021,10,Def Done After This Season,Ken,97.7,The Best In The World,Tom,183.7,LOSS,FALSE,,,,
2021,11,Ride of the Symphirrim,Tsizz,161.3,Gotham City Rogues,Dan,121.7,WIN,FALSE,,,,
2021,11,Seabass and the Fellas,Geoff,128.2,Victim Complexes,Wes,103.4,WIN,FALSE,,,,
2021,11,The Best In The World,Tom,91.4,1-800-Miwacle,Rob,94.4,LOSS,FALSE,,,,
2021,11,The Comeback of Johnny Man-Zeer,Gavin,162.3,Eat The Sandwich,Spencer,164.4,LOSS,FALSE,,,,
2021,11,John Loves Dogs,James,162.9,Def Done After This Season,Ken,80.8,WIN,FALSE,,,,
2021,11,. Cush . ,Connor,112.5,FightOwens Fight!,Spear,98.2,WIN,FALSE,,,,
2021,12,1-800-Miwacle,Rob,98.1,Def Done After This Season,Ken,130.5,LOSS,FALSE,,,,
2021,12,Seabass and the Fellas,Geoff,83.7,Ride of the Symphirrim,Tsizz,85.2,LOSS,FALSE,,,,
2021,12,Eat The Sandwich,Spencer,177.8,The Best In The World,Tom,163.1,WIN,FALSE,,,,
2021,12,FightOwens Fight!,Spear,130.2,Gotham City Rogues,Dan,130.7,LOSS,FALSE,,,,
2021,12,The Comeback of Johnny Man-Zeer,Gavin,113.5,Victim Complexes,Wes,75.4,WIN,FALSE,,,,
2021,12,. Cush . ,Connor,81.4,John Loves Dogs,James,168.7,LOSS,FALSE,,,,
2021,13,Ride of the Symphirrim,Tsizz,109.6,Def Done After This Season,Ken,139.8,LOSS,FALSE,,,,
2021,13,1-800-Miwacle,Rob,107,Seabass and the Fellas,Geoff,93.3,WIN,FALSE,,,,
2021,13,FightOwens Fight!,Spear,109.3,Victim Complexes,Wes,115.8,LOSS,FALSE,,,,
2021,13,Gotham City Rogues,Dan,164.4,The Comeback of Johnny Man-Zeer,Gavin,160.8,WIN,FALSE,,,,
2021,13,John Loves Dogs,James,153.3,The Best In The World,Tom,125,WIN,FALSE,,,,
2021,13,. Cush . ,Connor,92.2,Eat The Sandwich,Spencer,106.7,LOSS,FALSE,,,,
2021,14,Ride of the Symphirrim,Tsizz,123.9,1-800-Miwacle,Rob,116.4,WIN,FALSE,,,,
2021,14,Def Done After This Season,Ken,97.4,Seabass and the Fellas,Geoff,151.8,LOSS,FALSE,,,,
2021,14,The Comeback of Johnny Man-Zeer,Gavin,84.7,FightOwens Fight!,Spear,98.3,LOSS,FALSE,,,,
2021,14,Gotham City Rogues,Dan,203.5,Victim Complexes,Wes,119.8,WIN,FALSE,,,,
2021,14,John Loves Dogs,James,171.8,Eat The Sandwich,Spencer,148.6,WIN,FALSE,,,,
2021,14,The Best In The World,Tom,136.2,. Cush . ,Connor,81.4,WIN,FALSE,,,,
2021,15,John Loves Dogs,James,147.9,BYE,BYE,,BYE,TRUE,Winners,1,1,
2021,15,The Best In The World,Tom,138.2,Eat The Sandwich,Spencer,166.6,LOSS,TRUE,Winners,1,4,5
2021,15,Gotham City Rogues,Dan,94.8,Seabass and the Fellas,Geoff,126.5,LOSS,TRUE,Winners,1,3,6
2021,15,Ride of the Symphirrim,Tsizz,75.3,BYE,BYE,,BYE,TRUE,Winners,1,2,
2021,15,FightOwens Fight!,Spear,111.2,The Comeback of Johnny Man-Zeer,Gavin,96.2,WIN,TRUE,Consolation,1,7,8
2021,15,Def Done After This Season,Ken,103.9,Victim Complexes,Wes,81.3,WIN,TRUE,Consolation,1,9,10
2021,15,. Cush . ,Connor,137.8,1-800-Miwacle,Rob,86.9,WIN,TRUE,Consolation,1,11,12
2021,16,John Loves Dogs,James,202.3,Eat The Sandwich,Spencer,125.7,WIN,TRUE,Winners,2,1,5
2021,16,Ride of the Symphirrim,Tsizz,96.4,Seabass and the Fellas,Geoff,119.1,LOSS,TRUE,Winners,2,2,6
2021,16,Gotham City Rogues,Dan,164.8,The Best In The World,Tom,118.7,WIN,TRUE,Winners,2,3,4
2021,16,The Comeback of Johnny Man-Zeer,Gavin,112.6,Victim Complexes,Wes,97.4,WIN,TRUE,Consolation,2,9,12
2021,16,FightOwens Fight!,Spear,115.4,. Cush . ,Connor,112.1,WIN,TRUE,Consolation,2,7,11
2021,16,1-800-Miwacle,Rob,73.7,Def Done After This Season,Ken,124,LOSS,TRUE,Consolation,2,8,10
2021,17,John Loves Dogs,James,162.7,Seabass and the Fellas,Geoff,104.3,WIN,TRUE,Winners,3,1,6
2021,17,Ride of the Symphirrim,Tsizz,95,Eat The Sandwich,Spencer,124.6,LOSS,TRUE,Winners,3,2,5
2021,17,Gotham City Rogues,Dan,158.1,The Best In The World,Tom,111.2,WIN,TRUE,Winners,3,3,4
2021,17,FightOwens Fight!,Spear,203.1,Def Done After This Season,Ken,116.3,WIN,TRUE,Consolation,3,7,9
2021,17,The Comeback of Johnny Man-Zeer,Gavin,118.3,Victim Complexes,Wes,60.7,WIN,TRUE,Consolation,3,8,10
2021,17,. Cush . ,Connor,157.9,1-800-Miwacle,Rob,109.4,WIN,TRUE,Consolation,3,11,12
